userName,Rating,ReviewDate,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
Pengguna Google,5,2024-05-22 05:07:11,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-05-19 16:39:35,top,0.2023,Positive,0.0 to 0.49
Pengguna Google,1,2024-05-17 14:05:11,"Lucu nih aplikasi, pengajuan reschedule ribet bgt, Cs nya balesnya lama..Not Recommend app",0.3612,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2024-05-14 16:36:04,pilihan bus banyak dan variatif + ada promo .... ok banget.,0.296,Positive,0.0 to 0.49
Pengguna Google,4,2024-05-12 18:59:38,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-05-08 09:50:41,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-05-08 09:13:57,sip ok,0.296,Positive,0.0 to 0.49
Pengguna Google,3,2024-05-06 09:02:54,"Ini PO apa koq Haryanto doank , bus yg lain ada gak?",-0.5574,Mixed Negative,-1.0 to -0.5
Pengguna Google,1,2024-05-06 08:26:09,"Kami ber 3 beli tiket titip temen yg 2 namanya sama seat nya beda , pihak PO tidak mau cetak yg 1 karena dobel nama Telpn CS Red Bus lempar ke PO tidsk ada solusi malah telpon dimatikan CS, waktu mepet akhirnya beli tiket lagi. Payment untuk tiket saya hilang. Padahal book seat sudah ada. Kejadian 4 Mei trip Semarang ke Lebak Bulus 😡 Merugikan customer harus hati hati, kita tidak boleh salah , kalau salah uang kita hilang. Kapok dah.....",-0.802,Negative,-1.0 to -0.5
Pengguna Google,5,2024-05-05 22:35:07,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2024-05-03 06:58:42,"Nyesel pake aplikasi ini, baru pake udah dibikin kesel. Udah dibayar tiba tiba gagal pembayaran dan gak dapet tiket bisnya, Freak lah! mana refund nya lama sampe 7-14 hari kerja.",-0.4404,Negative,-0.49 to 0.0
Pengguna Google,5,2024-04-29 10:55:51,Best,0.6369,Positive,0.5 to 1.0
Pengguna Google,5,2024-04-27 21:52:34,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2024-04-24 11:36:57,"Maaf, saya ubah jadi bintang 1. Jujur disini saya ungkapkan, kenapa pengembalian dana setelah pembatalan tiket jadi selama ini? Saya sudah email berulang kali ke email support redbus tapi tidak ada tindakan. Jika memang ada kendala saat transfer dana, di email pun sudah saya berikan rekening lain. Saya lakukan pembatalan tiket 15 maret 2024, menurut informasi dr tim redbus, pengembalian dana di tanggal 6 april. Tapi hingga sekarang kenapa dana refund tersebut belum saya terima?? Tolong segera",0.4019,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2024-04-23 13:07:43,"Maav baru kasih ulasan, untuk bis Jember ke jakarta, pelayanan PO nya ramah membantu para penumpang, dapet Snack dn makan Skali, fasilitas bis nya bagus ada toilet sama dispenser nya, untuk pemberhentian di rest area waktu yg cukup untuk melanjutkan perjalanan ke jakarta ☺️",-0.5574,Mixed Positive,-1.0 to -0.5
Pengguna Google,5,2024-04-23 01:12:55,Good tnx,0.6124,Positive,0.5 to 1.0
Pengguna Google,3,2024-04-22 19:43:35,"Sekedar info aja..agak kecewa dengan po medalimas. Full ac vip , tapi full juga asap rokok dari sopir dan kernet nya. Sepertinya tdk lagi pesan PO ini. Untuk rebus nya oke sih",-0.5994,Mixed Negative,-1.0 to -0.5
Pengguna Google,5,2024-04-21 19:49:16,mantap sob harga tiketnya sangat bersahabat proses mudah sangat terbantu dengan aplikasi redbus,-0.25,Mixed Positive,-0.49 to 0.0
Pengguna Google,5,2024-04-21 15:35:49,very good application,0.4927,Positive,0.0 to 0.49
Pengguna Google,3,2024-04-19 18:18:30,aplikasinya ok simpel tapi ☆3 dulu ya nanti kalau perjalanan ok baru di tambahin bintang semoga perjalanan dari klaten ke tangerang selamat lancar & nyaman ..aamiin,0.5267,Mixed Positive,0.5 to 1.0
Pengguna Google,5,2024-04-18 18:17:50,"mantappp aplikasinya sangat mudah banget digunakan, aplikasinya yg super helpfull dan harganya pun sama seperti di agen. terima kasih redbus",0.5994,Positive,0.5 to 1.0
Pengguna Google,3,2024-04-17 16:56:51,sangat membantu dan banyak pilihan Po,-0.5574,Mixed Negative,-1.0 to -0.5
Pengguna Google,5,2024-04-16 16:25:53,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,3,2024-04-16 10:05:42,"Baru 1 hari install langsung minta update, pesen tiket gagal trus proses pengembalian dana 5-7 hari... Gilaaaa kali ya, harus nya langsung dibalikin saat itu juga biar bisa cari opsi bus lain , ya kali harus nunggu 5-7 hari dulu baru bisa pesen lagi, sorry auto uninstall, sangat TIDAK membantu",-0.0772,Mixed Negative,-0.49 to 0.0
Pengguna Google,1,2024-04-16 08:26:27,"kecewa sama semua kalangan, dari redBus, Po Bis, petugas terminal, tidak ada info apabila ada telat armada Bis, semua nya tidak pasti apabila di tanya, ini bukan kesalahan penumpang kenapa pas minta uang kembali tidak bisa, alesannya tidak memilih biaya Refund, sedangkan ini bukan kesalahan dari penumpang, kalo bikin aplikasi tolong di kaji ulang, jangan bikin kecewa penumpang, kasian penumpang harus ngeluarin biaya besar, jangan cuma nerima duit nya aj, cuma fikirin penumpang nya juga.",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,5,2024-04-15 11:06:49,nice,0.4215,Positive,0.0 to 0.49
Pengguna Google,5,2024-04-15 05:42:31,paling ok apk ini.,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2024-04-15 04:31:37,"Harga tiket di redbus sama di PO nya bisa gitu selisih sampe 100rbu lebih, luar biasa sekali.",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2024-04-14 21:46:35,"Mengecewakan, app pihak ke 3 ini & Po bus tidak ada yg konfirmasi tentang perubahan jadwal 2 jam lebih awal. Walaupun ambil guarantee. . Uang hangus begitu saja. Last pakai app ini! Ready uninstall!!!",-0.0258,Negative,-0.49 to 0.0
Pengguna Google,4,2024-04-14 13:29:27,ok siip,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-04-14 08:37:15,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,3,2024-04-12 09:22:09,"Sangat memudahkan memang untuk pesan tiket bis pakai aplikasi, cuman Koq beda harga tiketnya diaplikasi sama loket resmi PO Bis, (taunya setelah terima notif via email/ WA dari aplikasi dan ke loketnya minta print tiket ada selisih 50rb dari loket resminya), lain waktu gak perlu pake aplikasi klo mau pesan tiket, lebih bagus via telepon langsung sama loket resmi PO bisnya",-0.802,Mixed Negative,-1.0 to -0.5
Pengguna Google,1,2024-04-11 21:38:30,"Bahaya gaaan, yg punya uang ngeppress jangan coba2, ini ticket tidak konsisten sepertinya mau jual by sistem, saya beli di tgl 10 sukses utk keberangkatan tgl 12, namun tiba2 di tgl 11 sore ada notif di WA diarahkan ke sistem utk konfirmasi refund, alhasil uang tersangkut bisa 5 s/d 7hari, setelah saya coba mau boking ulang harga sdh Up sekitar 40rb dari pemesanan sebelumnya. selain uang tersangkut kita berpotensi tunda bahkan gagal mau pergi kemana2",-0.3612,Negative,-0.49 to 0.0
Pengguna Google,3,2024-04-11 20:42:18,bad rate,-0.5423,Mixed Negative,-1.0 to -0.5
Pengguna Google,5,2024-04-11 15:30:09,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-04-11 06:59:49,TOP,0.2023,Positive,0.0 to 0.49
Pengguna Google,1,2024-04-08 23:42:50,"Beda dari diskripsi busnya. Di foto bagus, lega banget kursinya ada slojoran kursi dan selimut. Akhirnya pilih exe vip. Tp kenyataannya dikasih bus yg kursinya sempit, gak bisa di selonjorin, ac bocor pula. kecewa banget. nyari tiket buat ibu biar bisa nyaman diperjalanan, jd gak tenang sebelum sampai rumah takut kram kakinya kambuh dijalan. Tolong diperbaiki lagi komunikasi antara red bus dengan agen Semoga kedepannya bisa lebih baik lagi, dan sesuai dengan diskripsi yg ada.",0.5106,Mixed Negative,0.5 to 1.0
Pengguna Google,4,2024-04-08 20:55:27,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-04-08 18:38:45,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-04-08 15:45:39,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2024-04-06 23:52:18,gajelas bgt pokoknya..... jadwal bus berangkat sore jam 5 sore... trs ada notif wa berangkat jam 12 malam... pas di wa balik ga mau jawab ... trs malah ada nomor lain wa lagiii.... soal refund tuket pun ga ada kejelasan nya.....,-0.6124,Negative,-1.0 to -0.5
Pengguna Google,1,2024-04-06 12:52:27,"Jadwal PO nya kurang profesional ,,,,di tiket diberangkatkan jam 13:05 ,akan tetapi saat ke loket bis ternyata telat menjadi sampai jam 16:00. Hadeh ini yang salah PO nya sih,tiketnya mahal tapi gak profesional,, busnya bernama mdli mas men temen ,,, lain kali diperbaiki lagi bila mau perbaikan nama ,,saya beli di harga hampir 2 x lipat dari biasanya",-0.802,Negative,-1.0 to -0.5
Pengguna Google,5,2024-04-06 12:38:41,Saran saya ketika ada keterlambatan keberangkatan bus bisa ada fitur atau semacam notifikasi dengan bekerja sama dengan PO bis terkait supaya penumpang bisa estimasi waktu untuk ke tempat pemberangkatan. Apalagi dalam waktu lebaran begini keterlambatan bis bisa 4 jam lebih jadi penumpang tidak harus berlama2 menunggu di tempat keberangkatan jika ada notifikasi atau pemberitahuan keterlambatan keberangkatan.,-0.5574,Mixed Positive,-1.0 to -0.5
Pengguna Google,3,2024-04-05 23:41:49,good service,0.4404,Mixed Positive,0.0 to 0.49
Pengguna Google,1,2024-04-05 21:23:18,"Bintang 1 buat pelayanan dari Redbus agen sinarjaya. ⭐1/2 buat pelayanan agen yang mana kurangnya respon/ bahkan tidak bisa dihubungi saat customer memesan tiket online, ⭐ 1/2nya lagi buat akurasi aplikasi redBus yang mana kurangnya kerjasama antara penyedia jasa sama agen. Saran saja, buat kedepan lebih perhatikan lagi untuk yang memesan tiket online, kalau tidak bersedia secara online Po sinarjaya tidak usah bergabung di aplikasi.",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2024-04-05 15:48:03,"Pelayanan buruk, memberi info reschedule tapi tidak komplit waktunya. Dibalas tidak segera direspon. Saran saya beli tiket offline jangan lewat aplikasi ini.",-0.128,Negative,-0.49 to 0.0
Pengguna Google,5,2024-04-05 15:44:09,Ok top,0.4588,Positive,0.0 to 0.49
Pengguna Google,1,2024-04-03 17:13:43,MERUGIKAN TIDAK BISA REFUND ALASAN MAU LEBARAN LAH ATAU APALAH . PADAHAL CANCEL H-1 Percuma suruh tlpn ke CS nanti banyak alasanya . Kalau emang belom bisa aplikasi buat refund ga usah launching,-0.25,Negative,-0.49 to 0.0
Pengguna Google,5,2024-04-03 09:16:15,simple & trust,0.5106,Positive,0.5 to 1.0
Pengguna Google,5,2024-04-01 06:37:06,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-03-31 22:27:19,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2024-03-30 17:46:40,Buruk sekaliii.mending pesen offline (datang langsung ke agen),-0.128,Negative,-0.49 to 0.0
Pengguna Google,5,2024-03-28 07:27:40,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-03-27 19:02:16,ok sangat membantu.,0.296,Positive,0.0 to 0.49
Pengguna Google,3,2024-03-27 16:03:09,"Tiket online sama offline beda harga nya...untuk executive online 305rb,offline 285rb..",-0.128,Mixed Negative,-0.49 to 0.0
Pengguna Google,1,2024-03-24 08:46:21,"Ga recommended, mending lgsg beli ke P.Onya. udah melakukan pembayaran tapi katanya pesanan gagal.",0.2023,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2024-03-22 22:30:21,ok mudah,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-03-22 05:25:17,ok fast...,0.296,Positive,0.0 to 0.49
Pengguna Google,2,2024-03-21 19:16:22,Kurang lengkap. Gak ada tujuan jakarta - bangko jambi. Padahal di bangko ada PO. Bus famili Raya yang termasuk PO bus terbesar yang udah lama merajai pulau Jawa dan Sumatra,-0.802,Negative,-1.0 to -0.5
Pengguna Google,5,2024-03-19 23:23:00,Good Service,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-03-18 16:13:50,No Comment,-0.296,Mixed Positive,-0.49 to 0.0
Pengguna Google,2,2024-03-14 22:43:01,apk aneh disuruh verifikasi no hp tp kode otp nya ga dikirim kirim,-0.296,Negative,-0.49 to 0.0
Pengguna Google,1,2024-03-09 21:15:10,"Mau pesan tiket bus via APK karena ada promo pengguna baru. Tapi pas telpon ke loket bus yg di terminal Pulogebang agennya malah bilang jangan pesan di apk, pesan langsung aja ke loket. Jadi bingung ini kerjasama antara PO dan pihak pengembang aplikasinya gimana sebenarnya.",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,5,2024-03-09 18:05:25,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2024-03-08 15:57:59,"Hati-hati menggunakan aplikasi ini. Waktu mau booking tiket bus dengan aplikasi ini tidak ada informasi masalah reschedule dan cancel. Ketika mau reschedule/ cancel, oleh pihak redbus menginformasikan tiket tersebut tidak bisa dicancel dengan alasan dari pihak operator busnya. Seperti jebakan, karena informasi bahwa tiket tersebut tidak bisa dicancel dan reschedule setelah saya melakukan pembayaran. Kenapa tidak dari awal ada pemberitahuan seperti aplikasi yang lain. Harus hati-hati ya....",-0.4588,Negative,-0.49 to 0.0
Pengguna Google,1,2024-03-03 17:35:15,"Redbus sangat mengecewakan, barang saya berupa koper pecah dianggap bukan tanggungjawab PO secara menyeluruh karena alasan yg sangat tdk bisa diterima sebagai costumer & redbus sebagai penyedia jasa seolah membenarkan statement dari PO dan tdk berpihak pada costumer sebagai pihak yg dirugikan sudah dengan sangat jelas yg melakukan penyimpanan, peletakan di dalam bagasi dilakukan oleh crew namun tetap dianggap bkn kesalahan crew & justru seolah salah kualitas barang yang rentang pecah dn sbgnya!!",-0.802,Negative,-1.0 to -0.5
Pengguna Google,4,2024-03-02 22:32:35,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-03-02 22:30:40,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-03-02 05:48:20,Wow,0.5859,Positive,0.5 to 1.0
Pengguna Google,4,2024-02-29 03:02:28,"bus cancel ga jadi jalan sudah hampir 2 minggu uang saya tidak dikembalikan. di email ga da respon . (ok udh solved , cm klo bisa jgn sampai costumer menunggu lama untuk pengembalian uangnya siapa tau lg untuk perlu) thx",0.5859,Positive,0.5 to 1.0
Pengguna Google,5,2024-02-26 21:20:20,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,3,2024-02-26 00:28:03,Klo apl bagus aku ksh reting 5 sementara 3 dulu ok,0.296,Mixed Positive,0.0 to 0.49
Pengguna Google,1,2024-02-24 16:25:15,"Ga jelas bus arya prima , padahal di online vip kok dikasih mobil jelek ac nya ga ada , selimut ga ada , tempat ngecas ga ada , gak bakal pesan mobil ini lgi",0.5106,Mixed Negative,0.5 to 1.0
Pengguna Google,5,2024-02-23 19:30:05,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-02-23 09:19:40,Very good quality app,0.4927,Positive,0.0 to 0.49
Pengguna Google,1,2024-02-22 03:39:25,"Sepengalamn aku waktu saya ke titik lokasi pemberhentian bus / terminal / po cabang terdekat saya tidak dapat mencari bus saya dan alhasil saya ketinggalan. saya telfon call canternya gak bisa, saya pesen fres class malah di suruh naik ekonomi",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,1,2024-02-15 18:52:53,Aplikasi yg tidak bertangung jawab ini aplikasi taik...saya pesan ticket dgn no kursi yg depan ada udah di komfirmasi ..tiba² sorenya saya di hubungi oleh pihak loketnya bahwa kursi yg saya pesan ternyata sudah ada yg punya..dan di pindahkan saya kebelakang sekali ..mau hubungi kemana tidak tau...sangat² menyesal saya pesan di sini,-0.296,Negative,-0.49 to 0.0
Pengguna Google,5,2024-02-14 18:57:02,Yuuu pake redbus dengan pake kode ref pada saat daftar akun pake kode ref: redadpcdx nanti bakalan dapet banyak bonus,0.5423,Positive,0.5 to 1.0
Pengguna Google,1,2024-02-13 19:25:43,"Pesan tiket 3 minggu sebelum keberangkatan, Tapi di cancel di H-1 tengah malam tanpa ada alasan yg jelas, G ada alternatif bus lain yg di tawarkan, Pelayanan sangat tidak memuaskan, Amat sangat mengecewakan...",-0.25,Negative,-0.49 to 0.0
Pengguna Google,1,2024-02-12 11:14:15,"Saya mau pesen tiket tapi error terus, setelah udah pembayaran salah jadwal. Yang bikin marah itu refund dikenai biaya lagi udah gitu refundnya lama masa 5 hari? Engga masuk akal",-0.4019,Negative,-0.49 to 0.0
Pengguna Google,1,2024-02-11 19:57:38,Bagus kalau semua lancar... Tapi kalau ada bus yang datangnya ga sesuai jadwal atau telat sampai 3 jam dll. Susah mau complain nya kemana .. di aplikasinya ga ada call center yg bisa connect cm ada ilihan re schedule dll..,-0.3612,Negative,-0.49 to 0.0
Pengguna Google,1,2024-02-11 16:05:20,"Jadwal tidak sesuai, tidak ada kordinasi antara aplikasi dan agen, tutup aja online kalo belum bisa terintegrasi dengan offline Rugi uang dan waktu",-0.128,Negative,-0.49 to 0.0
Pengguna Google,5,2024-02-10 01:26:35,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-02-09 19:35:38,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-02-07 19:14:09,nice,0.4215,Positive,0.0 to 0.49
Pengguna Google,1,2024-02-06 19:52:24,"Sudah pesan tiket, tapi menjelang hari H malah di cancel, dibilang karena kesalahan sistem, seharunya dikasitau setelah memesan tiket langsung jika memang ada kesalahan ☺️",-0.25,Negative,-0.49 to 0.0
Pengguna Google,5,2024-02-04 01:17:36,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-02-03 21:40:11,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2024-02-03 11:50:01,Apk ini dan agen bis pelayanannya sangat jelek ...kami minta reschedule ulang dikarenakan alasan urgent ke terminal terdekat menemui agen bis nya dan melalui apk tidak bisa...ingin cetak tiket pun harus ditanggal keberangkatan padahal kami sudah membayar duluan ...menelpon pihak apk tidak diangkat.,0.2023,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2024-02-02 19:46:12,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2024-02-02 17:12:08,"Mending langsung ke loket atau app lain, app ini tidak bertanggung jawab, setelah dapat penghasilan tambahan gratis",0.0516,Mixed Negative,0.0 to 0.49
Pengguna Google,5,2024-01-29 22:52:30,"good job, diskon nya ga kaleng - kaleng",0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-01-25 17:50:49,the best!!!,0.6369,Positive,0.5 to 1.0
Pengguna Google,5,2024-01-25 14:28:46,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-01-24 01:26:06,Awesome,0.6249,Positive,0.5 to 1.0
Pengguna Google,5,2024-01-23 13:18:53,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-01-21 19:44:22,good travelling,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2024-01-19 01:30:53,top dapat promo,0.2023,Positive,0.0 to 0.49
Pengguna Google,1,2024-01-18 05:46:29,"Sangat buruk...jadwal bis diaplikasi dengan jadwal bis di agen/titk jemput tidak sesuai, sangat merugikan penumpang baik waktu dan materi... Saya ditinggal bis karena jadwal yang tidak konsisten. Bt pelajaran yang mau beli tiket diaplikasi ini... Saran saya untuk temen2 kalau ada waktu, mnding ke agen/terminal langsung beli tiketnya (Offline), lebih ada tanggungjawabnya.",-0.128,Negative,-0.49 to 0.0
Pengguna Google,5,2024-01-17 22:27:02,2x sistem error tp admin fast respon dan langsung refund saat itu juga,-0.4019,Mixed Positive,-0.49 to 0.0
Pengguna Google,5,2024-01-15 22:27:00,"simple dan cepat, diskon ok",0.296,Positive,0.0 to 0.49
Pengguna Google,5,2024-01-13 18:06:48,"Proses nya cepat & akurat, Recommended redBus..",0.2023,Positive,0.0 to 0.49
Pengguna Google,5,2024-01-09 05:05:35,rebus emang ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2024-01-07 18:44:36,"Sebelumnya ngak ada masalah si,, cma pas terakhir pke mengecewakan banget,, udah booking dan bayar,,tiket ngak tersedia,, uang kembalinya juga lama... Kapok udah pake aplikasi ini...mending ke aplikasi po bisnya langsung..",-0.5574,Negative,-1.0 to -0.5
Pengguna Google,3,2024-01-03 10:36:35,ok,0.296,Mixed Positive,0.0 to 0.49
Pengguna Google,5,2024-01-03 10:18:59,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-29 10:37:31,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2023-12-27 00:10:10,"Apk sih bagus , tp penyedia jasa nya yang tidak bagus, sudah telfon call center, agen bus, bahkan email pun tidak ada titik terang gara gara tidak bisa mengubah titik berangkat, meskipun nntinya di ptong penalty 10-30% dri pembayaran yg sudah di bayarkan, prefer sih mending ke loket terminal langsung sih ketimbang lewat apk spt ini, kitanya yang repot sendiri, btw sy bukan dari penyedia jasa lain, melainkan pengguna pertama yg mau nyoba ini apk, tapi mendptkn hasil yg sangat jauh mengecewakan.",-0.4588,Negative,-0.49 to 0.0
Pengguna Google,1,2023-12-26 16:20:25,"selamat sore, saya habis boking tiket lalu bayar sesuai ketentuan yg tertulis, tapi kenapa pembelian tiketnya gagal?",-0.3612,Negative,-0.49 to 0.0
Pengguna Google,5,2023-12-26 15:03:07,ok 👍,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-26 09:32:07,good..,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-24 09:25:51,"cepat,praktis,memudahkan dan menu simple dan harga lebih murah dr website dan loket offline",-0.128,Mixed Positive,-0.49 to 0.0
Pengguna Google,5,2023-12-21 07:12:22,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-20 11:13:59,Good Job,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-19 18:33:57,"mantap proses mudah, ui ramah modern. smoga kedepan lebih sukses dan smakin bnyak angkutas bus yg join serta pembayaran lebih ber variatif",0.296,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-19 15:25:29,very nice,0.4754,Positive,0.0 to 0.49
Pengguna Google,4,2023-12-18 22:26:41,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-17 11:39:02,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-17 00:11:54,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2023-12-16 13:11:29,"Seharusnya peraturan tidak bisa rescedule atau cancel dihilangkan,, kita tidak tahu ada apa dengan kita setelah booking,, ada kematian kah atau apapun itu,, sementara hilang lah total uang tiket, membodohi konsumen, pembodohan. sudah menghubungi aplikator namun diminta untuk hubungi operator , sebaliknya begitu pula, lempar sana sini. hadehh,,, diganti saja kebijakannya,,potong saja uang tiket 10% atau 20%.. jangan keseluruhan.",-0.25,Negative,-0.49 to 0.0
Pengguna Google,5,2023-12-15 19:16:55,Memang ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2023-12-14 17:59:07,Parahhh .. gag sesuai dengan WA dan aplikasi titik jemputnya... Jelas2 di WA dan order di Medaeng lounge redbus jam 16.40.. jam 17.10 sudah ditinggal.... Petugas2 redback gag friendly gag helpful... Ketus2... Parahh deh pake aplikasi ini.... Kalo gag dipake itu lounge redbusnya... Tutup aja.... Kalo dah gag kerja sama dengan PO buss.. ya jangan dipake dong.. bikin susah penumpang... Bedebahhhh,-0.8225,Negative,-1.0 to -0.5
Pengguna Google,5,2023-12-11 11:49:20,"setelah diupdate, menemukan bus yang ready lebih cepat.",0.3612,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-09 15:38:03,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2023-12-09 11:04:04,Aplikasi mau nyelesain pembayaran gak bisa... Edit profil vuat ngisi nomor hp no hp.sudah terdaftar... Aneh betul,-0.296,Negative,-0.49 to 0.0
Pengguna Google,5,2023-12-05 16:44:30,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2023-12-02 10:10:34,is the best,0.6369,Positive,0.5 to 1.0
Pengguna Google,5,2023-11-30 09:10:02,"tumben cepat keluar tiket konfirmasi nya,, biasanya butuh beberapa menit untuk itu. good job buat redbus dengan peningkatan nya",0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2023-11-26 18:56:08,"Aplikasi babi,uang udh di tf bis blom jga dtng.bhkn smua no yg di cantumkn aplikasi babi ini gk aktif.hpus aja aplikasi ini",-0.296,Negative,-0.49 to 0.0
Pengguna Google,5,2023-11-21 08:24:33,"Awalnya ragu buat install aplikasi ini karena banyak yg ngasih ulasan yg gak bagus, sangking penasaran di coba Alhamdulillah alhasil memuaskan sesuai amankah Joooss pokoknya tidak mengecewakan 👍 Recommended bget nih aplikasi mannnttaaapp 👍",0.2023,Positive,0.0 to 0.49
Pengguna Google,5,2023-11-20 10:35:58,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2023-11-19 19:19:42,Good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2023-11-16 15:51:36,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2023-11-14 14:03:02,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,1,2023-11-13 06:15:21,Sangat kecewa pesanan pertama sdh bayar tapi g ada tiket tapi uang sdh masuk. Dijawab uang akan kembali 2-3hr kerja. Kemudian pesan lagi untuk perjalanan pulang yg sleeper bus sdh dapat tiket tetapi dicancel secara sepihak dr POBusnya alasan bis tdk berangkat dan akan diganti dgn bus biasa (ya mana mau). Mencoba cancel tiket dan minta refund tp g ada respon. Dalam sehari kehilangan uang 2 x pemesanan. Sungguh mengecewakan.,-0.25,Negative,-0.49 to 0.0
Pengguna Google,1,2023-11-11 00:10:42,Bad,-0.5423,Negative,-1.0 to -0.5
Pengguna Google,5,2023-11-08 17:54:55,good service,0.4404,Positive,0.0 to 0.49
Pengguna Google,2,2023-11-05 14:23:25,Kecewa sama salah satu operator Po. Haryanto (agen balaraja) akibat salah sharelokasi gagal berangkat,-0.5574,Negative,-1.0 to -0.5
Pengguna Google,5,2023-11-05 07:57:09,ok,0.296,Positive,0.0 to 0.49
Pengguna Google,1,2023-11-01 11:56:07,"Aplikasi sialan,maling,perampok.udah transfer ke no referensi tapi dinyatain gagal.duit hilang gak jelas dan call center susah dihubingi",-0.296,Negative,-0.49 to 0.0
Pengguna Google,5,2023-10-30 13:25:19,Perlu perbanyak jumlah operator bus yang tersedia. Dan semua operator bus bisa dipilih no kursinya dan ada foto dari armada bus yang akan dinaiki.,-0.296,Mixed Positive,-0.49 to 0.0
Pengguna Google,5,2023-10-23 10:06:20,"Macam pelik je. Enter source=unable to fetch results, please try again. Enter destination pun macam tu.",0.3182,Positive,0.0 to 0.49
Pengguna Google,5,2023-10-14 15:08:45,Ok,0.296,Positive,0.0 to 0.49
Pengguna Google,4,2023-10-11 16:35:00,mudah dan simple Good Job..,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2023-10-04 10:03:25,good,0.4404,Positive,0.0 to 0.49
Pengguna Google,5,2023-09-30 23:54:15,OK,0.296,Positive,0.0 to 0.49
Pengguna Google,5,2023-09-30 23:43:33,"The cheapest travel price so far, easy to use.",0.4902,Positive,0.0 to 0.49
Pengguna Google,5,2023-09-28 14:11:04,bagus dan recommended,0.2023,Positive,0.0 to 0.49
Pengguna Google,5,2023-09-27 11:53:51,nice,0.4215,Positive,0.0 to 0.49
Pengguna Google,5,2023-09-21 12:40:40,"sangat membantu 👍 aman,amanah,the best",0.6369,Positive,0.5 to 1.0
